Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Labels,11.52,5,0.2,4.176
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,222.384,2,0.2,16.6788
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Chairs,683.144,4,0.3,0.0
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,1.476,3,0.8,-2.214
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Supplies,40.712,7,0.2,3.5623
Standard Class,Consumer,United States,Wichita,Kansas,67212,Central,Office Supplies,Paper,279.9,5,0.0,137.151
First Class,Consumer,United States,Eau Claire,Wisconsin,54703,Central,Office Supplies,Paper,195.64,4,0.0,91.9508
First Class,Consumer,United States,Eau Claire,Wisconsin,54703,Central,Technology,Phones,239.9,2,0.0,71.97
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Appliances,463.248,8,0.8,-1181.2824
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Accessories,383.952,6,0.2,47.994
Standard Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office Supplies,Appliances,245.88,6,0.0,68.8464
Standard Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office Supplies,Storage,36.63,3,0.0,9.8901
Standard Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office Supplies,Storage,22.58,2,0.0,5.8708
Standard Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office Supplies,Binders,12.39,3,0.0,5.8233
Standard Class,Corporate,United States,Oak Park,Illinois,60302,Central,Office Supplies,Art,10.192,7,0.2,1.0192
Second Class,Home Office,United States,Austin,Texas,78745,Central,Technology,Phones,758.352,6,0.2,265.4232
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Fasteners,1.824,2,0.2,0.6156
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,18.32,5,0.8,-46.716
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Storage,48.816,3,0.2,-11.5938
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,1.188,1,0.8,-1.9602
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,114.2,5,0.0,52.532
Second Class,Corporate,United States,Houston,Texas,77070,Central,Furniture,Chairs,674.058,3,0.3,-19.2588
Second Class,Consumer,United States,League City,Texas,77573,Central,Office Supplies,Art,67.144,7,0.2,5.8751
Second Class,Consumer,United States,League City,Texas,77573,Central,Furniture,Chairs,254.058,3,0.3,-32.6646
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,2.296,2,0.8,-3.9032
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Tables,91.275,1,0.5,-67.5435
Standard Class,Consumer,United States,Lafayette,Indiana,47905,Central,Office Supplies,Storage,375.34,1,0.0,18.767
Standard Class,Consumer,United States,Royal Oak,Michigan,48073,Central,Office Supplies,Paper,12.96,2,0.0,6.2208
Standard Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Binders,2.512,2,0.8,-4.396
Standard Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Fasteners,18.864,9,0.2,6.1308
Second Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Supplies,20.568,3,0.2,1.5426
Second Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Appliances,4.356,2,0.8,-11.7612
Second Class,Corporate,United States,Chicago,Illinois,60610,Central,Technology,Accessories,19.04,4,0.2,-1.428
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,1889.99,5,0.8,-2929.4845
Second Class,Corporate,United States,Richmond,Indiana,47374,Central,Office Supplies,Storage,714.3,5,0.0,207.147
Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Binders,33.48,2,0.0,16.4052
Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Technology,Phones,461.97,3,0.0,133.9713
Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Appliances,137.62,2,0.0,60.5528
Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Furniture,Chairs,302.67,3,0.0,72.6408
Second Class,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Accessories,239.976,3,0.2,53.9946
Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Bookcases,687.4,5,0.0,48.118
Second Class,Consumer,United States,Naperville,Illinois,60540,Central,Technology,Accessories,239.96,5,0.2,83.986
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,8.134,7,0.8,-13.8278
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,79.984,2,0.2,13.9972
Second Class,Consumer,United States,Dallas,Texas,75217,Central,Technology,Accessories,398.4,5,0.2,84.66
Second Class,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Art,7.056,3,0.2,0.7938
Second Class,Consumer,United States,Dallas,Texas,75217,Central,Furniture,Bookcases,1352.3976,9,0.32,-437.5404
Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,43.98,2,0.0,21.99
Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Technology,Phones,377.97,3,0.0,105.8316
Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Furniture,Furnishings,123.96,3,0.0,11.1564
Standard Class,Home Office,United States,Trenton,Michigan,48183,Central,Technology,Copiers,549.99,1,0.0,274.995
Standard Class,Home Office,United States,Trenton,Michigan,48183,Central,Office Supplies,Appliances,167.535,3,0.1,37.23
Standard Class,Home Office,United States,Trenton,Michigan,48183,Central,Office Supplies,Envelopes,38.34,3,0.0,17.253
Standard Class,Home Office,United States,Trenton,Michigan,48183,Central,Furniture,Furnishings,53.88,6,0.0,22.6296
Standard Class,Home Office,United States,Trenton,Michigan,48183,Central,Technology,Phones,299.98,2,0.0,83.9944
Second Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Tables,744.1,5,0.3,-95.67
Second Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Storage,44.84,5,0.2,5.605
Second Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Tables,401.59,2,0.3,-131.951
Standard Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Binders,18.24,3,0.0,8.5728
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,5.792,2,0.8,-9.5568
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Appliances,14.016,4,0.8,-31.536
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Tables,214.95,5,0.5,-120.372
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,35.04,4,0.2,-7.008
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,10.776,3,0.6,-4.8492
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,4.6,2,0.8,-8.05
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,35.168,2,0.2,-8.3524
Same Day,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Art,4.448,2,0.2,0.3336
Same Day,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,5.184,1,0.2,1.8792
Same Day,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,15.552,3,0.2,5.4432
Same Day,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,17.496,9,0.6,-7.4358
Second Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,15.552,3,0.2,5.4432
Standard Class,Corporate,United States,Oklahoma City,Oklahoma,73120,Central,Furniture,Furnishings,30.36,4,0.0,13.0548
First Class,Consumer,United States,Kirkwood,Missouri,63122,Central,Office Supplies,Binders,28.4,4,0.0,13.064
First Class,Consumer,United States,Kirkwood,Missouri,63122,Central,Furniture,Furnishings,212.94,3,0.0,34.0704
Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Technology,Phones,1001.584,2,0.2,125.198
Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,Chairs,569.058,3,0.3,-178.8468
Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,14.224,2,0.6,-10.3124
Second Class,Consumer,United States,Taylor,Michigan,48180,Central,Furniture,Chairs,301.96,2,0.0,33.2156
Standard Class,Consumer,United States,Midland,Michigan,48640,Central,Office Supplies,Art,3.9,2,0.0,1.521
Standard Class,Consumer,United States,Midland,Michigan,48640,Central,Office Supplies,Paper,12.84,3,0.0,5.778
Standard Class,Consumer,United States,Midland,Michigan,48640,Central,Office Supplies,Paper,15.84,3,0.0,7.128
Standard Class,Consumer,United States,Midland,Michigan,48640,Central,Furniture,Chairs,563.94,3,0.0,112.788
Standard Class,Consumer,United States,Midland,Michigan,48640,Central,Office Supplies,Storage,62.94,3,0.0,11.9586
Standard Class,Consumer,United States,Midland,Michigan,48640,Central,Office Supplies,Storage,535.41,3,0.0,160.623
Second Class,Corporate,United States,Detroit,Michigan,48205,Central,Furniture,Chairs,3504.9,5,0.0,700.98
Second Class,Corporate,United States,Detroit,Michigan,48205,Central,Office Supplies,Paper,144.12,3,0.0,69.1776
Second Class,Corporate,United States,Detroit,Michigan,48205,Central,Office Supplies,Paper,314.55,3,0.0,150.984
Standard Class,Consumer,United States,Waco,Texas,76706,Central,Office Supplies,Binders,2.072,2,0.8,-3.5224
Standard Class,Consumer,United States,Waco,Texas,76706,Central,Furniture,Bookcases,328.3992,3,0.32,-91.7586
Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Technology,Accessories,199.96,4,0.0,15.9968
Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Furniture,Chairs,1516.2,7,0.0,394.212
Standard Class,Consumer,United States,Pasadena,Texas,77506,Central,Technology,Accessories,167.952,6,0.2,-27.2922
Standard Class,Consumer,United States,Pasadena,Texas,77506,Central,Office Supplies,Art,45.04,2,0.2,4.504
Standard Class,Consumer,United States,Round Rock,Texas,78664,Central,Office Supplies,Supplies,3930.072,3,0.2,-786.0144
Standard Class,Consumer,United States,Round Rock,Texas,78664,Central,Office Supplies,Fasteners,2.304,1,0.2,0.7776
Standard Class,Consumer,United States,Round Rock,Texas,78664,Central,Technology,Phones,431.976,3,0.2,32.3982
Standard Class,Consumer,United States,Round Rock,Texas,78664,Central,Technology,Accessories,41.72,7,0.2,5.7365
Standard Class,Consumer,United States,Roseville,Michigan,48066,Central,Office Supplies,Envelopes,17.48,2,0.0,8.2156
Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Chairs,498.26,7,0.0,134.5302
Standard Class,Home Office,United States,Detroit,Michigan,48234,Central,Furniture,Bookcases,212.94,3,0.0,57.4938
Second Class,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Appliances,706.86,7,0.0,197.9208
Second Class,Home Office,United States,Springfield,Missouri,65807,Central,Technology,Phones,114.95,5,0.0,2.299
Second Class,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,43.19,7,0.0,20.7312
First Class,Corporate,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Appliances,54.96,3,0.0,15.9384
Standard Class,Corporate,United States,Carrollton,Texas,75007,Central,Office Supplies,Binders,3.318,3,0.8,-5.6406
Standard Class,Consumer,United States,Frankfort,Illinois,60423,Central,Office Supplies,Appliances,20.768,8,0.8,-52.9584
Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Paper,10.56,2,0.0,4.752
First Class,Home Office,United States,Houston,Texas,77036,Central,Technology,Phones,196.776,3,0.2,14.7582
First Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,2.92,2,0.8,-4.818
First Class,Home Office,United States,Houston,Texas,77036,Central,Furniture,Tables,200.795,1,0.3,-22.948
First Class,Home Office,United States,Houston,Texas,77036,Central,Technology,Accessories,46.688,4,0.2,-2.918
First Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Art,21.864,3,0.2,3.5529
Standard Class,Home Office,United States,Odessa,Texas,79762,Central,Furniture,Chairs,340.116,6,0.3,-9.7176
Standard Class,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Technology,Accessories,13.48,1,0.0,1.8872
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Storage,85.52,2,0.0,22.2352
Standard Class,Corporate,United States,Rochester,Minnesota,55901,Central,Furniture,Furnishings,6.16,2,0.0,2.9568
Standard Class,Corporate,United States,Rochester,Minnesota,55901,Central,Office Supplies,Paper,36.84,3,0.0,17.3148
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Paper,17.904,2,0.2,6.2664
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Chairs,966.7,5,0.3,-13.81
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Paper,182.112,6,0.2,61.4628
Standard Class,Corporate,United States,Roseville,Minnesota,55113,Central,Office Supplies,Labels,50.4,8,0.0,23.184
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,89.568,2,0.2,32.4684
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Chairs,37.296,2,0.3,-1.0656
First Class,Home Office,United States,Garland,Texas,75043,Central,Furniture,Furnishings,8.544,2,0.6,-7.476
First Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Chairs,191.058,3,0.3,-46.3998
First Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Art,13.04,5,0.2,3.912
First Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,1525.188,6,0.8,-2287.782
Second Class,Consumer,United States,Grand Island,Nebraska,68801,Central,Office Supplies,Paper,15.96,2,0.0,7.98
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Technology,Phones,31.92,2,0.2,2.394
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Envelopes,1.632,1,0.2,0.5508
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Technology,Phones,267.96,5,0.2,16.7475
Standard Class,Corporate,United States,Woodbury,Minnesota,55125,Central,Office Supplies,Binders,32.34,3,0.0,15.5232
Standard Class,Corporate,United States,Woodbury,Minnesota,55125,Central,Office Supplies,Paper,39.9,5,0.0,19.95
Standard Class,Consumer,United States,Park Ridge,Illinois,60068,Central,Office Supplies,Paper,143.856,9,0.2,48.5514
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,41.92,4,0.2,15.196
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Technology,Phones,329.584,2,0.2,37.0782
First Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Storage,720.76,5,0.2,54.057
Standard Class,Consumer,United States,Wichita,Kansas,67212,Central,Furniture,Furnishings,70.56,6,0.0,23.9904
Standard Class,Consumer,United States,Wichita,Kansas,67212,Central,Office Supplies,Appliances,81.96,2,0.0,22.9488
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,151.192,1,0.2,13.2293
Standard Class,Corporate,United States,Oak Park,Michigan,48237,Central,Furniture,Furnishings,273.96,2,0.0,71.2296
Standard Class,Corporate,United States,Oak Park,Michigan,48237,Central,Furniture,Furnishings,306.9,3,0.0,79.794
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Paper,15.552,3,0.2,5.4432
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Furniture,Tables,347.361,7,0.3,-69.4722
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Paper,10.368,2,0.2,3.6288
Second Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Paper,25.92,5,0.2,9.072
Second Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Fasteners,15.808,8,0.2,5.3352
Second Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Paper,10.368,2,0.2,3.7584
First Class,Consumer,United States,Wichita,Kansas,67212,Central,Technology,Phones,224.75,5,0.0,62.93
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,73.176,6,0.8,-197.5752
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,20.736,4,0.2,7.2576
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,39.984,2,0.2,-8.9964
Second Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Binders,15.36,2,0.0,7.68
First Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,36.288,7,0.2,12.7008
First Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,150.384,2,0.2,15.0384
Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Envelopes,20.936,1,0.2,7.0659
Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Office Supplies,Supplies,357.93,3,0.0,7.1586
Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Technology,Accessories,57.4,5,0.0,10.906
Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Office Supplies,Binders,331.96,2,0.0,149.382
Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Furniture,Furnishings,40.56,2,0.0,12.9792
Standard Class,Corporate,United States,Rockford,Illinois,61107,Central,Office Supplies,Paper,38.016,6,0.2,13.7808
Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,16.176,3,0.2,6.066
Same Day,Corporate,United States,Fremont,Nebraska,68025,Central,Office Supplies,Storage,750.68,2,0.0,37.534
First Class,Home Office,United States,Maple Grove,Minnesota,55369,Central,Office Supplies,Labels,44.4,3,0.0,22.2
First Class,Home Office,United States,Maple Grove,Minnesota,55369,Central,Office Supplies,Storage,84.55,5,0.0,22.8285
First Class,Home Office,United States,Maple Grove,Minnesota,55369,Central,Office Supplies,Paper,17.94,3,0.0,8.7906
Standard Class,Home Office,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,3.592,4,0.8,-6.286
First Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Storage,18.16,2,0.2,1.816
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,56.704,2,0.2,19.1376
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,11.12,2,0.2,3.475
Standard Class,Corporate,United States,Cedar Hill,Texas,75104,Central,Office Supplies,Paper,115.296,3,0.2,40.3536
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Technology,Phones,2479.96,4,0.0,743.988
Standard Class,Consumer,United States,Norfolk,Nebraska,68701,Central,Office Supplies,Binders,17.43,3,0.0,8.0178
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Chairs,181.986,2,0.3,-54.5958
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,1.592,2,0.8,-2.6268
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Supplies,22.344,3,0.2,2.5137
Standard Class,Corporate,United States,Houston,Texas,77036,Central,Office Supplies,Art,2.672,1,0.2,0.334
Standard Class,Corporate,United States,Houston,Texas,77036,Central,Office Supplies,Supplies,16.656,6,0.2,-3.123
Standard Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Accessories,79.512,3,0.2,20.8719
Standard Class,Corporate,United States,Houston,Texas,77036,Central,Office Supplies,Paper,36.288,7,0.2,12.7008
Standard Class,Corporate,United States,Houston,Texas,77036,Central,Furniture,Bookcases,67.9932,1,0.32,-12.9987
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,19.456,4,0.2,2.1888
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Machines,209.986,2,0.3,8.9994
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,29.76,5,0.2,1.86
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Furniture,Chairs,89.768,1,0.3,-2.5648
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Copiers,959.984,2,0.2,335.9944
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,15.552,3,0.2,5.6376
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Phones,34.36,1,0.2,-7.3015
Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Storage,14.16,1,0.2,1.062
Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Paper,79.92,5,0.2,27.972
Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Technology,Accessories,499.95,5,0.0,174.9825
Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Office Supplies,Art,3.04,1,0.0,1.0336
Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Furniture,Chairs,201.96,2,0.0,50.49
Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Furniture,Furnishings,68.64,11,0.0,17.16
First Class,Home Office,United States,Ann Arbor,Michigan,48104,Central,Office Supplies,Binders,152.8,5,0.0,76.4
Standard Class,Corporate,United States,Dearborn,Michigan,48126,Central,Furniture,Furnishings,60.84,3,0.0,23.1192
Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Envelopes,15.84,2,0.2,5.544
Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,8.448,2,0.2,2.64
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,38.976,3,0.6,-50.6688
Standard Class,Home Office,United States,Holland,Michigan,49423,Central,Office Supplies,Fasteners,20.44,7,0.0,9.198
Standard Class,Home Office,United States,Holland,Michigan,49423,Central,Office Supplies,Paper,109.92,2,0.0,53.8608
Standard Class,Consumer,United States,Broken Arrow,Oklahoma,74012,Central,Office Supplies,Binders,6.38,1,0.0,2.9348
Standard Class,Consumer,United States,Broken Arrow,Oklahoma,74012,Central,Office Supplies,Paper,6.48,1,0.0,3.1104
Standard Class,Home Office,United States,Houston,Texas,77070,Central,Furniture,Chairs,275.058,3,0.3,-90.3762
Standard Class,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,27.396,9,0.8,-42.4638
Standard Class,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,13.456,1,0.8,-23.548
Same Day,Consumer,United States,Laredo,Texas,78041,Central,Office Supplies,Labels,11.84,1,0.2,4.44
Same Day,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,36.792,1,0.2,4.1391
Second Class,Corporate,United States,Ann Arbor,Michigan,48104,Central,Technology,Accessories,619.95,5,0.0,111.591
Second Class,Corporate,United States,Ann Arbor,Michigan,48104,Central,Technology,Phones,29.16,3,0.0,8.4564
Second Class,Corporate,United States,Ann Arbor,Michigan,48104,Central,Office Supplies,Envelopes,57.96,7,0.0,27.2412
Second Class,Corporate,United States,Ann Arbor,Michigan,48104,Central,Office Supplies,Appliances,29.403,3,0.1,5.2272
Second Class,Consumer,United States,Lafayette,Indiana,47905,Central,Office Supplies,Storage,81.4,5,0.0,21.164
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,331.536,3,0.2,-82.884
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Phones,946.344,7,0.2,118.293
Standard Class,Consumer,United States,Madison,Wisconsin,53711,Central,Technology,Accessories,178.11,3,0.0,32.0598
Standard Class,Consumer,United States,Madison,Wisconsin,53711,Central,Office Supplies,Appliances,1089.75,3,0.0,305.13
Standard Class,Consumer,United States,Madison,Wisconsin,53711,Central,Office Supplies,Labels,61.06,2,0.0,28.0876
Standard Class,Consumer,United States,Madison,Wisconsin,53711,Central,Furniture,Bookcases,459.92,4,0.0,41.3928
Standard Class,Consumer,United States,Madison,Wisconsin,53711,Central,Office Supplies,Paper,27.52,4,0.0,12.6592
Standard Class,Consumer,United States,Buffalo Grove,Illinois,60089,Central,Furniture,Tables,355.455,3,0.5,-184.8366
Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,Office Supplies,Appliances,3.16,4,0.8,-8.532
Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,Technology,Copiers,1999.96,5,0.2,624.9875
Standard Class,Home Office,United States,San Antonio,Texas,78207,Central,Office Supplies,Labels,60.144,6,0.2,20.2986
Second Class,Corporate,United States,Houston,Texas,77070,Central,Technology,Accessories,85.2,6,0.2,20.235
Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Technology,Copiers,599.99,1,0.0,233.9961
Standard Class,Consumer,United States,Waco,Texas,76706,Central,Office Supplies,Storage,23.968,2,0.2,2.3968
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Chairs,421.372,2,0.3,-6.0196
First Class,Consumer,United States,El Paso,Texas,79907,Central,Technology,Phones,575.968,4,0.2,43.1976
First Class,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Paper,10.368,2,0.2,3.6288
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,61.792,4,0.2,6.1792
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Furniture,Bookcases,205.9992,3,0.32,-27.2646
Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Furniture,Tables,581.96,2,0.0,104.7528
Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Furniture,Chairs,29.98,1,0.0,8.0946
Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Office Supplies,Appliances,715.64,2,0.0,178.91
Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Office Supplies,Storage,795.51,3,0.0,143.1918
Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Technology,Copiers,549.99,1,0.0,274.995
Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Office Supplies,Binders,74.76,3,0.0,34.3896
Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Furniture,Furnishings,29.22,3,0.0,12.8568
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,33.488,7,0.2,-1.2558
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Supplies,23.04,3,0.2,-4.896
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,1.362,1,0.8,-2.1792
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Furniture,Furnishings,14.76,5,0.6,-11.439
Standard Class,Consumer,United States,Bloomington,Indiana,47401,Central,Furniture,Furnishings,127.95,3,0.0,21.7515
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,38.432,1,0.2,13.4512
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,21.568,2,0.2,1.6176
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,81.576,3,0.2,2.0394
Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Furniture,Furnishings,71.12,4,0.0,22.0472
Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Technology,Phones,259.96,4,0.0,124.7808
Standard Class,Consumer,United States,Plano,Texas,75023,Central,Technology,Phones,95.992,1,0.2,9.5992
Standard Class,Consumer,United States,Plano,Texas,75023,Central,Office Supplies,Labels,13.216,4,0.2,4.2952
Second Class,Home Office,United States,Des Moines,Iowa,50315,Central,Office Supplies,Binders,25.9,5,0.0,12.691
Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Paper,20.736,4,0.2,7.2576
