,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
5282,Standard Class,Corporate,United States,Rochester,Minnesota,55901,Central,Office Supplies,Paper,36.84,3,0.0,17.3148
5289,Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Paper,17.904,2,0.2,6.2664
5290,Standard Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Chairs,966.7,5,0.3,-13.81
5291,Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Paper,182.112,6,0.2,61.4628
5294,Standard Class,Corporate,United States,Roseville,Minnesota,55113,Central,Office Supplies,Labels,50.4,8,0.0,23.184
5295,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,89.568,2,0.2,32.4684
5303,Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Chairs,37.296,2,0.3,-1.0656
5304,First Class,Home Office,United States,Garland,Texas,75043,Central,Furniture,Furnishings,8.544,2,0.6,-7.476
5308,First Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Chairs,191.058,3,0.3,-46.3998
5309,First Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Art,13.04,5,0.2,3.912
5310,First Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,1525.188,6,0.8,-2287.782
5323,Second Class,Consumer,United States,Grand Island,Nebraska,68801,Central,Office Supplies,Paper,15.96,2,0.0,7.98
5328,Standard Class,Consumer,United States,Houston,Texas,77036,Central,Technology,Phones,31.92,2,0.2,2.394
5342,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Envelopes,1.632,1,0.2,0.5508
5343,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Technology,Phones,267.96,5,0.2,16.7475
5348,Standard Class,Corporate,United States,Woodbury,Minnesota,55125,Central,Office Supplies,Binders,32.34,3,0.0,15.5232
5349,Standard Class,Corporate,United States,Woodbury,Minnesota,55125,Central,Office Supplies,Paper,39.9,5,0.0,19.95
5350,Standard Class,Consumer,United States,Park Ridge,Illinois,60068,Central,Office Supplies,Paper,143.856,9,0.2,48.5514
5351,Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,41.92,4,0.2,15.196
5352,Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Technology,Phones,329.584,2,0.2,37.0782
5361,First Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Storage,720.76,5,0.2,54.057
5362,Standard Class,Consumer,United States,Wichita,Kansas,67212,Central,Furniture,Furnishings,70.56,6,0.0,23.9904
5363,Standard Class,Consumer,United States,Wichita,Kansas,67212,Central,Office Supplies,Appliances,81.96,2,0.0,22.9488
5365,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,151.192,1,0.2,13.2293
5370,Standard Class,Corporate,United States,Oak Park,Michigan,48237,Central,Furniture,Furnishings,273.96,2,0.0,71.2296
5371,Standard Class,Corporate,United States,Oak Park,Michigan,48237,Central,Furniture,Furnishings,306.9,3,0.0,79.794
5372,Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Paper,15.552,3,0.2,5.4432
5373,Standard Class,Corporate,United States,Houston,Texas,77041,Central,Furniture,Tables,347.361,7,0.3,-69.4722
5374,Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Paper,10.368,2,0.2,3.6288
5381,Second Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Paper,25.92,5,0.2,9.072
5382,Second Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Fasteners,15.808,8,0.2,5.3352
5383,Second Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Paper,10.368,2,0.2,3.7584
5413,First Class,Consumer,United States,Wichita,Kansas,67212,Central,Technology,Phones,224.75,5,0.0,62.93
5414,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,73.176,6,0.8,-197.5752
5415,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,20.736,4,0.2,7.2576
5416,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,39.984,2,0.2,-8.9964
5417,Second Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Binders,15.36,2,0.0,7.68
5418,First Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,36.288,7,0.2,12.7008
5419,First Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,150.384,2,0.2,15.0384
5445,Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Envelopes,20.936,1,0.2,7.0659
5448,Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Office Supplies,Supplies,357.93,3,0.0,7.1586
5449,Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Technology,Accessories,57.4,5,0.0,10.906
5450,Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Office Supplies,Binders,331.96,2,0.0,149.382
5451,Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Furniture,Furnishings,40.56,2,0.0,12.9792
5453,Standard Class,Corporate,United States,Rockford,Illinois,61107,Central,Office Supplies,Paper,38.016,6,0.2,13.7808
5466,Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,16.176,3,0.2,6.066
5474,Same Day,Corporate,United States,Fremont,Nebraska,68025,Central,Office Supplies,Storage,750.68,2,0.0,37.534
5475,First Class,Home Office,United States,Maple Grove,Minnesota,55369,Central,Office Supplies,Labels,44.4,3,0.0,22.2
5476,First Class,Home Office,United States,Maple Grove,Minnesota,55369,Central,Office Supplies,Storage,84.55,5,0.0,22.8285
5477,First Class,Home Office,United States,Maple Grove,Minnesota,55369,Central,Office Supplies,Paper,17.94,3,0.0,8.7906
5486,Standard Class,Home Office,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,3.592,4,0.8,-6.286
5491,First Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Storage,18.16,2,0.2,1.816
5509,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,56.704,2,0.2,19.1376
5510,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,11.12,2,0.2,3.475
5529,Standard Class,Corporate,United States,Cedar Hill,Texas,75104,Central,Office Supplies,Paper,115.296,3,0.2,40.3536
5530,Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Technology,Phones,2479.96,4,0.0,743.988
5538,Standard Class,Consumer,United States,Norfolk,Nebraska,68701,Central,Office Supplies,Binders,17.43,3,0.0,8.0178
5539,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Chairs,181.986,2,0.3,-54.5958
5540,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,1.592,2,0.8,-2.6268
5541,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Supplies,22.344,3,0.2,2.5137
5550,Standard Class,Corporate,United States,Houston,Texas,77036,Central,Office Supplies,Art,2.672,1,0.2,0.334
5551,Standard Class,Corporate,United States,Houston,Texas,77036,Central,Office Supplies,Supplies,16.656,6,0.2,-3.123
5552,Standard Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Accessories,79.512,3,0.2,20.8719
5553,Standard Class,Corporate,United States,Houston,Texas,77036,Central,Office Supplies,Paper,36.288,7,0.2,12.7008
5554,Standard Class,Corporate,United States,Houston,Texas,77036,Central,Furniture,Bookcases,67.9932,1,0.32,-12.9987
5564,Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,19.456,4,0.2,2.1888
5565,Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Machines,209.986,2,0.3,8.9994
5566,Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,29.76,5,0.2,1.86
5567,Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Furniture,Chairs,89.768,1,0.3,-2.5648
5568,Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Copiers,959.984,2,0.2,335.9944
5569,Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,15.552,3,0.2,5.6376
5570,Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Phones,34.36,1,0.2,-7.3015
5602,Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Storage,14.16,1,0.2,1.062
5603,Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Paper,79.92,5,0.2,27.972
5619,Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Technology,Accessories,499.95,5,0.0,174.9825
5620,Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Office Supplies,Art,3.04,1,0.0,1.0336
5621,Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Furniture,Chairs,201.96,2,0.0,50.49
5622,Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Furniture,Furnishings,68.64,11,0.0,17.16
5634,First Class,Home Office,United States,Ann Arbor,Michigan,48104,Central,Office Supplies,Binders,152.8,5,0.0,76.4
5637,Standard Class,Corporate,United States,Dearborn,Michigan,48126,Central,Furniture,Furnishings,60.84,3,0.0,23.1192
5672,Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Envelopes,15.84,2,0.2,5.544
5673,Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,8.448,2,0.2,2.64
5677,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,38.976,3,0.6,-50.6688
5678,Standard Class,Home Office,United States,Holland,Michigan,49423,Central,Office Supplies,Fasteners,20.44,7,0.0,9.198
5679,Standard Class,Home Office,United States,Holland,Michigan,49423,Central,Office Supplies,Paper,109.92,2,0.0,53.8608
5680,Standard Class,Consumer,United States,Broken Arrow,Oklahoma,74012,Central,Office Supplies,Binders,6.38,1,0.0,2.9348
5681,Standard Class,Consumer,United States,Broken Arrow,Oklahoma,74012,Central,Office Supplies,Paper,6.48,1,0.0,3.1104
5689,Standard Class,Home Office,United States,Houston,Texas,77070,Central,Furniture,Chairs,275.058,3,0.3,-90.3762
5696,Standard Class,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,27.396,9,0.8,-42.4638
5697,Standard Class,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,13.456,1,0.8,-23.548
5698,Same Day,Consumer,United States,Laredo,Texas,78041,Central,Office Supplies,Labels,11.84,1,0.2,4.44
5712,Same Day,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,36.792,1,0.2,4.1391
5715,Second Class,Corporate,United States,Ann Arbor,Michigan,48104,Central,Technology,Accessories,619.95,5,0.0,111.591
5716,Second Class,Corporate,United States,Ann Arbor,Michigan,48104,Central,Technology,Phones,29.16,3,0.0,8.4564
5717,Second Class,Corporate,United States,Ann Arbor,Michigan,48104,Central,Office Supplies,Envelopes,57.96,7,0.0,27.2412
5718,Second Class,Corporate,United States,Ann Arbor,Michigan,48104,Central,Office Supplies,Appliances,29.403,3,0.1,5.2272
5719,Second Class,Consumer,United States,Lafayette,Indiana,47905,Central,Office Supplies,Storage,81.4,5,0.0,21.164
5724,Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,331.536,3,0.2,-82.884
5726,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Phones,946.344,7,0.2,118.293
5727,Standard Class,Consumer,United States,Madison,Wisconsin,53711,Central,Technology,Accessories,178.11,3,0.0,32.0598
5728,Standard Class,Consumer,United States,Madison,Wisconsin,53711,Central,Office Supplies,Appliances,1089.75,3,0.0,305.13
5729,Standard Class,Consumer,United States,Madison,Wisconsin,53711,Central,Office Supplies,Labels,61.06,2,0.0,28.0876
5730,Standard Class,Consumer,United States,Madison,Wisconsin,53711,Central,Furniture,Bookcases,459.92,4,0.0,41.3928
5731,Standard Class,Consumer,United States,Madison,Wisconsin,53711,Central,Office Supplies,Paper,27.52,4,0.0,12.6592
5750,Standard Class,Consumer,United States,Buffalo Grove,Illinois,60089,Central,Furniture,Tables,355.455,3,0.5,-184.8366
5755,Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,Office Supplies,Appliances,3.16,4,0.8,-8.532
5756,Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,Technology,Copiers,1999.96,5,0.2,624.9875
5766,Standard Class,Home Office,United States,San Antonio,Texas,78207,Central,Office Supplies,Labels,60.144,6,0.2,20.2986
5767,Second Class,Corporate,United States,Houston,Texas,77070,Central,Technology,Accessories,85.2,6,0.2,20.235
5772,Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Technology,Copiers,599.99,1,0.0,233.9961
5773,Standard Class,Consumer,United States,Waco,Texas,76706,Central,Office Supplies,Storage,23.968,2,0.2,2.3968
5799,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Chairs,421.372,2,0.3,-6.0196
5800,First Class,Consumer,United States,El Paso,Texas,79907,Central,Technology,Phones,575.968,4,0.2,43.1976
5801,First Class,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Paper,10.368,2,0.2,3.6288
5804,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,61.792,4,0.2,6.1792
5805,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Furniture,Bookcases,205.9992,3,0.32,-27.2646
5829,Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Furniture,Tables,581.96,2,0.0,104.7528
5830,Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Furniture,Chairs,29.98,1,0.0,8.0946
5848,Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Office Supplies,Appliances,715.64,2,0.0,178.91
5849,Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Office Supplies,Storage,795.51,3,0.0,143.1918
5850,Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Technology,Copiers,549.99,1,0.0,274.995
5851,Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Office Supplies,Binders,74.76,3,0.0,34.3896
5852,Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Furniture,Furnishings,29.22,3,0.0,12.8568
5854,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,33.488,7,0.2,-1.2558
5855,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Supplies,23.04,3,0.2,-4.896
5856,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,1.362,1,0.8,-2.1792
5857,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Furniture,Furnishings,14.76,5,0.6,-11.439
5871,Standard Class,Consumer,United States,Bloomington,Indiana,47401,Central,Furniture,Furnishings,127.95,3,0.0,21.7515
5890,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,38.432,1,0.2,13.4512
5891,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,21.568,2,0.2,1.6176
5892,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,81.576,3,0.2,2.0394
5897,Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Furniture,Furnishings,71.12,4,0.0,22.0472
5898,Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Technology,Phones,259.96,4,0.0,124.7808
5938,Standard Class,Consumer,United States,Plano,Texas,75023,Central,Technology,Phones,95.992,1,0.2,9.5992
5939,Standard Class,Consumer,United States,Plano,Texas,75023,Central,Office Supplies,Labels,13.216,4,0.2,4.2952
5947,Second Class,Home Office,United States,Des Moines,Iowa,50315,Central,Office Supplies,Binders,25.9,5,0.0,12.691
5952,Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Paper,20.736,4,0.2,7.2576
5975,Standard Class,Corporate,United States,Overland Park,Kansas,66212,Central,Office Supplies,Storage,360.38,2,0.0,93.6988
5976,Standard Class,Corporate,United States,Overland Park,Kansas,66212,Central,Office Supplies,Paper,13.56,2,0.0,6.2376
5978,Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Furniture,Tables,429.9,5,0.0,111.774
5979,Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,32.06,2,0.0,15.3888
5980,Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Furniture,Chairs,161.96,2,0.0,45.3488
5981,Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Storage,19.86,2,0.0,5.7594
6022,Standard Class,Consumer,United States,Cedar Hill,Texas,75104,Central,Office Supplies,Envelopes,7.08,3,0.2,2.478
6034,Standard Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Appliances,19.568,2,0.8,-52.8336
6035,Standard Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Binders,310.392,4,0.8,-512.1468
6046,Standard Class,Home Office,United States,Minneapolis,Minnesota,55407,Central,Furniture,Tables,692.94,3,0.0,173.235
6049,First Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Paper,173.488,7,0.2,54.215
6050,Standard Class,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Art,57.75,5,0.0,16.17
6051,Standard Class,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Appliances,272.4,5,0.0,76.272
6055,First Class,Consumer,United States,Edinburg,Texas,78539,Central,Office Supplies,Binders,2.068,1,0.8,-3.4122
6056,First Class,Consumer,United States,Edinburg,Texas,78539,Central,Office Supplies,Paper,83.84,8,0.2,30.392
6071,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,152.688,2,0.2,-26.7204
6072,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Fasteners,3.488,2,0.2,0.5668
6073,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Supplies,5.888,2,0.2,-1.3248
6080,First Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Storage,151.056,9,0.2,7.5528
6081,Same Day,Consumer,United States,Lubbock,Texas,79424,Central,Furniture,Furnishings,25.16,5,0.6,-11.322
6082,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,6.216,6,0.8,-9.6348
6083,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Art,23.616,9,0.2,2.6568
6084,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Accessories,24.032,2,0.2,-0.6008
6085,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Labels,2.088,1,0.2,0.6786
6086,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,4.488,6,0.8,-6.732
6106,Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Appliances,19.432,2,0.8,-49.5516
6107,Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Technology,Accessories,65.44,5,0.2,-8.18
6108,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Labels,6.0,2,0.2,2.1
6109,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,1.908,3,0.8,-3.2436
6122,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,61.568,2,0.2,4.6176
6123,Standard Class,Home Office,United States,Bedford,Texas,76021,Central,Office Supplies,Paper,20.96,4,0.2,6.812
6135,Standard Class,Home Office,United States,Mcallen,Texas,78501,Central,Technology,Accessories,27.696,3,0.2,3.462
6136,Standard Class,Home Office,United States,Mcallen,Texas,78501,Central,Office Supplies,Appliances,73.164,6,0.8,-186.5682
6144,Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,20.07,3,0.0,9.2322
6157,Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Envelopes,81.54,3,0.0,38.3238
6158,Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Technology,Accessories,167.28,12,0.0,23.4192
6167,Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Paper,117.456,3,0.2,44.046
6172,Standard Class,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,26.7,5,0.0,12.549
6173,Standard Class,Home Office,United States,Springfield,Missouri,65807,Central,Technology,Accessories,21.2,2,0.0,9.116
6174,Standard Class,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Storage,838.38,2,0.0,226.3626
6189,Standard Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Technology,Phones,383.84,4,0.2,47.98
6192,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,25.92,5,0.2,9.072
6193,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,6.33,5,0.8,-9.8115
6194,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,75.88,5,0.2,26.558
6197,Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,63.77,7,0.0,28.6965
6198,Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Technology,Phones,50.97,3,0.0,13.2522
6199,Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,96.08,2,0.0,46.1184
6200,Standard Class,Consumer,United States,Evanston,Illinois,60201,Central,Technology,Copiers,1439.968,4,0.2,485.9892
6201,Standard Class,Consumer,United States,Evanston,Illinois,60201,Central,Technology,Accessories,43.56,3,0.2,-4.9005
6205,Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,51.016,7,0.2,15.9425
6206,Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Fasteners,25.248,4,0.2,7.89
6207,Second Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Chairs,56.686,1,0.3,-14.5764
6218,Standard Class,Consumer,United States,Trenton,Michigan,48183,Central,Technology,Phones,125.7,6,0.0,35.196
6219,Standard Class,Consumer,United States,Trenton,Michigan,48183,Central,Technology,Phones,191.98,2,0.0,51.8346
6220,Standard Class,Consumer,United States,Trenton,Michigan,48183,Central,Office Supplies,Storage,20.86,7,0.0,1.4602
6227,Standard Class,Consumer,United States,Irving,Texas,75061,Central,Technology,Phones,88.776,3,0.2,7.7679
6230,Standard Class,Consumer,United States,Waterloo,Iowa,50701,Central,Office Supplies,Art,30.32,4,0.0,11.8248
6247,Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Binders,43.41,1,0.0,19.9686
6248,Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Furniture,Furnishings,6.24,3,0.0,2.6208
6249,Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Appliances,465.16,2,0.0,120.9416
6250,Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,7.98,1,0.0,3.99
6251,First Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Appliances,2.394,1,0.8,-6.3441
6255,Standard Class,Corporate,United States,Plano,Texas,75023,Central,Office Supplies,Labels,9.856,4,0.2,3.4496
6259,Second Class,Consumer,United States,Richmond,Indiana,47374,Central,Office Supplies,Binders,11.36,4,0.0,5.5664
6262,First Class,Corporate,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,442.372,7,0.8,-729.9138
6264,Same Day,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,28.85,5,0.0,14.425
6272,First Class,Corporate,United States,Palatine,Illinois,60067,Central,Technology,Accessories,116.312,7,0.2,23.2624
6300,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,24.588,3,0.8,-38.1114
6301,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Envelopes,13.984,2,0.2,4.7196
6302,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Technology,Phones,195.96,5,0.2,19.596
6303,Second Class,Home Office,United States,Corpus Christi,Texas,78415,Central,Office Supplies,Paper,74.352,3,0.2,23.235
6314,Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Art,151.92,4,0.0,45.576
6315,Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Labels,196.62,2,0.0,96.3438
6316,Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Paper,144.12,3,0.0,69.1776
6317,Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Paper,15.96,2,0.0,7.98
6322,Second Class,Home Office,United States,Midland,Michigan,48640,Central,Office Supplies,Envelopes,15.28,2,0.0,7.4872
6326,Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Storage,13.98,1,0.0,4.0542
6327,Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Furniture,Furnishings,272.94,3,0.0,30.0234
6328,Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Binders,19.05,5,0.0,8.9535
6329,Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Appliances,247.716,4,0.1,93.5816
6330,Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Storage,66.58,2,0.0,15.9792
6331,Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Art,43.92,3,0.0,12.7368
6332,Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Furniture,Furnishings,14.73,3,0.0,4.8609
6333,Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Binders,29.7,5,0.0,13.365
6350,Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Furniture,Furnishings,108.4,5,0.6,-105.69
6369,Standard Class,Corporate,United States,Grand Prairie,Texas,75051,Central,Furniture,Furnishings,38.08,5,0.6,-29.512
6383,First Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Binders,32.784,4,0.8,-52.4544
6384,First Class,Consumer,United States,Austin,Texas,78745,Central,Technology,Accessories,47.984,2,0.2,14.3952
6385,First Class,Consumer,United States,Austin,Texas,78745,Central,Technology,Accessories,62.592,8,0.2,13.3008
6386,First Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Binders,4.276,1,0.8,-6.6278
6387,Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Paper,10.56,2,0.0,4.752
6388,Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Storage,229.94,2,0.0,6.8982
6397,Standard Class,Home Office,United States,Dallas,Texas,75217,Central,Office Supplies,Art,5.248,2,0.2,0.5904
6407,First Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Chairs,899.43,5,0.3,-12.849
6408,First Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Art,46.2,5,0.2,5.775
6409,First Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,47.952,3,0.2,16.1838
6410,First Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,7.992,1,0.2,0.6993
6411,First Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,76.864,2,0.2,26.9024
6418,Standard Class,Corporate,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Supplies,21.96,2,0.0,6.1488
6419,Standard Class,Corporate,United States,Tulsa,Oklahoma,74133,Central,Furniture,Chairs,368.97,3,0.0,81.1734
6420,Standard Class,Corporate,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Art,12.39,3,0.0,3.4692
6421,Standard Class,Corporate,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Storage,332.94,3,0.0,9.9882
6433,Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,23.52,5,0.2,8.526
